date,campaign_name,adset_name,impressions,clicks,spend,purchases,purchase_conversion_value
2024-11-03,TOF Prospecting - Broad Interests,Broad Interests,34690,382,429.99,22,1472.88
2024-11-04,TOF Prospecting - Broad Interests,Broad Interests,62321,686,713.74,38,2571.7
2024-11-05,TOF Prospecting - Broad Interests,Broad Interests,45828,504,564.08,28,1922.9
2024-11-06,TOF Prospecting - Broad Interests,Broad Interests,50893,560,518.97,25,1710.42
2024-11-07,TOF Prospecting - Broad Interests,Broad Interests,52422,577,549.66,38,2607.36
2024-11-08,TOF Prospecting - Broad Interests,Broad Interests,46465,511,503.5,35,2353.78
2024-11-09,TOF Prospecting - Broad Interests,Broad Interests,35678,392,404.49,27,1813.78
2024-11-10,TOF Prospecting - Broad Interests,Broad Interests,43766,481,590.23,44,2972.72
2024-11-11,TOF Prospecting - Broad Interests,Broad Interests,48443,533,557.86,27,1827.41
2024-11-12,TOF Prospecting - Broad Interests,Broad Interests,54670,601,648.95,27,1804.3
2024-11-13,TOF Prospecting - Broad Interests,Broad Interests,57009,627,611.78,30,2046.22
2024-11-14,TOF Prospecting - Broad Interests,Broad Interests,62048,683,641.51,31,2079.74
2024-11-15,TOF Prospecting - Broad Interests,Broad Interests,56671,623,603.47,32,2195.89
2024-11-16,TOF Prospecting - Broad Interests,Broad Interests,68114,749,660.35,48,3272.95
2024-11-17,TOF Prospecting - Broad Interests,Broad Interests,73477,808,855.51,96,6512.6
2024-11-18,TOF Prospecting - Broad Interests,Broad Interests,59376,653,694.2,85,5757.15
2024-11-19,TOF Prospecting - Broad Interests,Broad Interests,94226,1036,934.3,97,6586.91
2024-11-20,TOF Prospecting - Broad Interests,Broad Interests,62895,692,680.44,68,4638.62
2024-11-21,TOF Prospecting - Broad Interests,Broad Interests,77777,856,876.94,122,8308.77
2024-11-22,TOF Prospecting - Broad Interests,Broad Interests,127799,1406,1168.76,70,4764.72
2024-11-23,TOF Prospecting - Broad Interests,Broad Interests,85714,943,889.93,53,3600.53
2024-11-24,TOF Prospecting - Broad Interests,Broad Interests,49504,545,555.02,69,4713.34
2024-11-25,TOF Prospecting - Broad Interests,Broad Interests,86606,953,1020.31,89,6030.32
2024-11-26,TOF Prospecting - Broad Interests,Broad Interests,126258,1389,1216.3,81,5494.76
2024-11-27,TOF Prospecting - Broad Interests,Broad Interests,134593,1481,1450.19,130,8849.69
2024-11-28,TOF Prospecting - Broad Interests,Broad Interests,87049,958,955.19,74,5010.12
2024-11-29,TOF Prospecting - Broad Interests,Broad Interests,84550,930,869.23,77,5266.94
2024-11-30,TOF Prospecting - Broad Interests,Broad Interests,83345,917,839.56,52,3557.61
2024-12-01,TOF Prospecting - Broad Interests,Broad Interests,99427,1094,1035.18,87,5884.05
2024-12-02,TOF Prospecting - Broad Interests,Broad Interests,101212,1113,1019.14,112,7627.8
2024-12-03,TOF Prospecting - Broad Interests,Broad Interests,100835,1109,1060.23,142,9675.56
2024-12-04,TOF Prospecting - Broad Interests,Broad Interests,72629,799,755.79,65,4424.29
2024-12-05,TOF Prospecting - Broad Interests,Broad Interests,79462,874,940.43,76,5155.0
2024-12-06,TOF Prospecting - Broad Interests,Broad Interests,61236,674,562.06,87,5915.95
2024-12-07,TOF Prospecting - Broad Interests,Broad Interests,52732,580,656.21,76,5156.26
2024-12-08,TOF Prospecting - Broad Interests,Broad Interests,72959,803,778.1,67,4556.57
2024-12-09,TOF Prospecting - Broad Interests,Broad Interests,65627,722,825.15,47,3223.4
2024-12-10,TOF Prospecting - Broad Interests,Broad Interests,62775,691,697.34,52,3561.06
2024-12-11,TOF Prospecting - Broad Interests,Broad Interests,69189,761,805.82,54,3688.49
2024-12-12,TOF Prospecting - Broad Interests,Broad Interests,86248,949,935.94,84,5695.59
2024-12-13,TOF Prospecting - Broad Interests,Broad Interests,81727,899,868.79,67,4588.05
2024-12-14,TOF Prospecting - Broad Interests,Broad Interests,65227,717,789.5,105,7132.8
2024-12-15,TOF Prospecting - Broad Interests,Broad Interests,80783,889,891.23,44,3004.58
2024-12-16,TOF Prospecting - Broad Interests,Broad Interests,86797,955,830.56,54,3651.3
2024-12-17,TOF Prospecting - Broad Interests,Broad Interests,90000,990,1128.82,101,6888.39
2024-12-18,TOF Prospecting - Broad Interests,Broad Interests,61764,679,739.98,82,5555.49
2024-12-19,TOF Prospecting - Broad Interests,Broad Interests,124005,1364,1251.56,46,3149.72
2024-12-20,TOF Prospecting - Broad Interests,Broad Interests,99060,1090,1081.24,54,3695.65
2024-12-21,TOF Prospecting - Broad Interests,Broad Interests,67794,746,734.54,57,3861.86
2024-12-22,TOF Prospecting - Broad Interests,Broad Interests,74888,824,743.72,93,6336.56
2024-12-23,TOF Prospecting - Broad Interests,Broad Interests,77220,849,919.63,144,9803.29
2024-12-24,TOF Prospecting - Broad Interests,Broad Interests,85208,937,987.25,76,5163.19
2024-12-25,TOF Prospecting - Broad Interests,Broad Interests,92060,1013,1079.87,87,5904.62
2024-12-26,TOF Prospecting - Broad Interests,Broad Interests,61189,673,696.93,52,3532.86
2024-12-27,TOF Prospecting - Broad Interests,Broad Interests,99803,1098,960.2,102,6935.16
2024-12-28,TOF Prospecting - Broad Interests,Broad Interests,41150,453,536.59,76,5179.02
2024-12-29,TOF Prospecting - Broad Interests,Broad Interests,61399,675,761.06,92,6255.75
2024-12-30,TOF Prospecting - Broad Interests,Broad Interests,91549,1007,1154.4,95,6439.82
2024-12-31,TOF Prospecting - Broad Interests,Broad Interests,72035,792,688.75,51,3499.53
2025-01-01,TOF Prospecting - Broad Interests,Broad Interests,34207,376,400.12,25,1696.91
2025-01-02,TOF Prospecting - Broad Interests,Broad Interests,48873,538,555.45,49,3355.42
2025-01-03,TOF Prospecting - Broad Interests,Broad Interests,53028,583,685.53,34,2317.44
2025-01-04,TOF Prospecting - Broad Interests,Broad Interests,44376,488,501.11,17,1183.74
2025-01-05,TOF Prospecting - Broad Interests,Broad Interests,33268,366,335.57,19,1306.77
2025-01-06,TOF Prospecting - Broad Interests,Broad Interests,36823,405,394.93,23,1539.7
2025-01-07,TOF Prospecting - Broad Interests,Broad Interests,48960,539,544.4,19,1263.48
2025-01-08,TOF Prospecting - Broad Interests,Broad Interests,33645,370,432.78,29,1938.56
2025-01-09,TOF Prospecting - Broad Interests,Broad Interests,48271,531,548.68,38,2555.72
2025-01-10,TOF Prospecting - Broad Interests,Broad Interests,51182,563,554.79,57,3870.41
2025-01-11,TOF Prospecting - Broad Interests,Broad Interests,35726,393,433.97,18,1215.19
2025-01-12,TOF Prospecting - Broad Interests,Broad Interests,63802,702,657.33,46,3150.61
2025-01-13,TOF Prospecting - Broad Interests,Broad Interests,59231,652,596.35,46,3135.23
2025-01-14,TOF Prospecting - Broad Interests,Broad Interests,57528,633,667.17,44,2991.4
2025-01-15,TOF Prospecting - Broad Interests,Broad Interests,61914,681,633.38,27,1817.92
2025-01-16,TOF Prospecting - Broad Interests,Broad Interests,46988,517,522.57,23,1533.94
2025-01-17,TOF Prospecting - Broad Interests,Broad Interests,52878,582,518.62,32,2160.52
2025-01-18,TOF Prospecting - Broad Interests,Broad Interests,50196,552,450.52,28,1921.0
2025-01-19,TOF Prospecting - Broad Interests,Broad Interests,43804,482,537.53,27,1826.21
2025-01-20,TOF Prospecting - Broad Interests,Broad Interests,46964,517,478.35,43,2894.36
2025-01-21,TOF Prospecting - Broad Interests,Broad Interests,76014,836,733.86,36,2439.78
2025-01-22,TOF Prospecting - Broad Interests,Broad Interests,38822,427,470.58,16,1098.22
2025-01-23,TOF Prospecting - Broad Interests,Broad Interests,48030,528,559.6,31,2085.61
2025-01-24,TOF Prospecting - Broad Interests,Broad Interests,44312,487,516.87,36,2417.02
2025-01-25,TOF Prospecting - Broad Interests,Broad Interests,39430,434,439.52,30,2029.56
2025-01-26,TOF Prospecting - Broad Interests,Broad Interests,61851,680,705.04,43,2951.22
2025-01-27,TOF Prospecting - Broad Interests,Broad Interests,44411,489,498.31,47,3180.15
2025-01-28,TOF Prospecting - Broad Interests,Broad Interests,50486,555,510.71,22,1483.34
2025-01-29,TOF Prospecting - Broad Interests,Broad Interests,36019,396,478.91,25,1731.75
2025-01-30,TOF Prospecting - Broad Interests,Broad Interests,44861,493,543.95,51,3466.38
2025-01-31,TOF Prospecting - Broad Interests,Broad Interests,51559,567,530.4,17,1184.26
2025-02-01,TOF Prospecting - Broad Interests,Broad Interests,41719,459,434.23,26,1784.27
2025-02-02,TOF Prospecting - Broad Interests,Broad Interests,40258,443,492.28,43,2908.04
2025-02-03,TOF Prospecting - Broad Interests,Broad Interests,64474,709,670.61,54,3698.8
2025-02-04,TOF Prospecting - Broad Interests,Broad Interests,75076,826,723.22,49,3317.46
2025-02-05,TOF Prospecting - Broad Interests,Broad Interests,54641,601,604.0,43,2910.43
2025-02-06,TOF Prospecting - Broad Interests,Broad Interests,49978,550,608.06,26,1743.02
2025-02-07,TOF Prospecting - Broad Interests,Broad Interests,55963,616,564.02,50,3388.86
2025-02-08,TOF Prospecting - Broad Interests,Broad Interests,52554,578,486.59,20,1389.96
2025-02-09,TOF Prospecting - Broad Interests,Broad Interests,37571,413,451.58,20,1330.57
2025-02-10,TOF Prospecting - Broad Interests,Broad Interests,41559,457,455.36,31,2119.12
2025-02-11,TOF Prospecting - Broad Interests,Broad Interests,53858,592,531.25,27,1845.43
2025-02-12,TOF Prospecting - Broad Interests,Broad Interests,65265,718,709.68,42,2854.56
2025-02-13,TOF Prospecting - Broad Interests,Broad Interests,42669,469,558.97,37,2536.04
2025-02-14,TOF Prospecting - Broad Interests,Broad Interests,53896,593,567.14,57,3843.43
2025-02-15,TOF Prospecting - Broad Interests,Broad Interests,41228,454,500.15,34,2320.67
2025-02-16,TOF Prospecting - Broad Interests,Broad Interests,53526,589,668.57,31,2129.54
2025-02-17,TOF Prospecting - Broad Interests,Broad Interests,39108,430,511.32,37,2541.21
2025-02-18,TOF Prospecting - Broad Interests,Broad Interests,65073,716,635.47,28,1920.87
2025-02-19,TOF Prospecting - Broad Interests,Broad Interests,49960,550,597.4,45,3089.4
2025-02-20,TOF Prospecting - Broad Interests,Broad Interests,57568,633,612.49,36,2442.42
2025-02-21,TOF Prospecting - Broad Interests,Broad Interests,60928,670,632.51,41,2769.96
2025-02-22,TOF Prospecting - Broad Interests,Broad Interests,50003,550,541.2,19,1272.96
2025-02-23,TOF Prospecting - Broad Interests,Broad Interests,57883,637,618.1,18,1228.15
2025-02-24,TOF Prospecting - Broad Interests,Broad Interests,56932,626,602.84,22,1507.92
2025-02-25,TOF Prospecting - Broad Interests,Broad Interests,76494,841,829.9,75,5086.78
2025-02-26,TOF Prospecting - Broad Interests,Broad Interests,51512,567,611.38,25,1695.1
2025-02-27,TOF Prospecting - Broad Interests,Broad Interests,37288,410,446.52,34,2311.92
2025-02-28,TOF Prospecting - Broad Interests,Broad Interests,61254,674,680.9,32,2144.44
2025-03-01,TOF Prospecting - Broad Interests,Broad Interests,51748,569,576.45,31,2125.17
2025-03-02,TOF Prospecting - Broad Interests,Broad Interests,51296,564,540.54,31,2140.72
2025-03-03,TOF Prospecting - Broad Interests,Broad Interests,58866,648,579.98,55,3757.77
2025-03-04,TOF Prospecting - Broad Interests,Broad Interests,39095,430,415.5,31,2082.41
2025-03-05,TOF Prospecting - Broad Interests,Broad Interests,35913,395,428.41,30,2012.46
2025-03-06,TOF Prospecting - Broad Interests,Broad Interests,59827,658,818.5,65,4401.14
2025-03-07,TOF Prospecting - Broad Interests,Broad Interests,46115,507,547.81,27,1813.59
2025-03-08,TOF Prospecting - Broad Interests,Broad Interests,50937,560,640.94,50,3419.31
2025-03-09,TOF Prospecting - Broad Interests,Broad Interests,34125,375,403.82,33,2235.63
2025-03-10,TOF Prospecting - Broad Interests,Broad Interests,47013,517,504.76,39,2680.98
2025-03-11,TOF Prospecting - Broad Interests,Broad Interests,63157,695,688.89,37,2503.87
2025-03-12,TOF Prospecting - Broad Interests,Broad Interests,65549,721,598.76,30,2063.98
2025-03-13,TOF Prospecting - Broad Interests,Broad Interests,64130,705,672.16,29,1983.03
2025-03-14,TOF Prospecting - Broad Interests,Broad Interests,66999,737,608.9,28,1871.71
2025-03-15,TOF Prospecting - Broad Interests,Broad Interests,50813,559,520.37,24,1598.08
2025-03-16,TOF Prospecting - Broad Interests,Broad Interests,48452,533,478.14,32,2192.35
2025-03-17,TOF Prospecting - Broad Interests,Broad Interests,43233,476,492.94,28,1880.23
2025-03-18,TOF Prospecting - Broad Interests,Broad Interests,64254,707,786.97,49,3298.59
2025-03-19,TOF Prospecting - Broad Interests,Broad Interests,70487,775,810.96,50,3429.68
2025-03-20,TOF Prospecting - Broad Interests,Broad Interests,46084,507,507.52,22,1500.38
2025-03-21,TOF Prospecting - Broad Interests,Broad Interests,42839,471,501.78,22,1473.24
2025-03-22,TOF Prospecting - Broad Interests,Broad Interests,41850,460,508.82,28,1929.24
2025-03-23,TOF Prospecting - Broad Interests,Broad Interests,54607,601,576.15,27,1809.25
2025-03-24,TOF Prospecting - Broad Interests,Broad Interests,48761,536,593.1,26,1793.61
2025-03-25,TOF Prospecting - Broad Interests,Broad Interests,52309,575,670.76,63,4274.54
2025-03-26,TOF Prospecting - Broad Interests,Broad Interests,49399,543,607.91,22,1503.38
2025-03-27,TOF Prospecting - Broad Interests,Broad Interests,53374,587,601.03,64,4330.67
2025-03-28,TOF Prospecting - Broad Interests,Broad Interests,78027,858,947.7,53,3611.66
2025-03-29,TOF Prospecting - Broad Interests,Broad Interests,43914,483,494.2,40,2712.44
2025-03-30,TOF Prospecting - Broad Interests,Broad Interests,70472,775,730.01,52,3556.21
2025-03-31,TOF Prospecting - Broad Interests,Broad Interests,76773,845,797.36,52,3521.2
2025-04-01,TOF Prospecting - Broad Interests,Broad Interests,57284,630,673.17,62,4243.02
2025-04-02,TOF Prospecting - Broad Interests,Broad Interests,34698,382,434.83,19,1312.0
2025-04-03,TOF Prospecting - Broad Interests,Broad Interests,53101,584,618.72,34,2303.88
2025-04-04,TOF Prospecting - Broad Interests,Broad Interests,54461,599,561.05,25,1730.63
2025-04-05,TOF Prospecting - Broad Interests,Broad Interests,54320,598,546.68,19,1316.25
2025-04-06,TOF Prospecting - Broad Interests,Broad Interests,42381,466,450.03,23,1531.9
2025-04-07,TOF Prospecting - Broad Interests,Broad Interests,72386,796,706.11,69,4687.3
2025-04-08,TOF Prospecting - Broad Interests,Broad Interests,79548,875,736.07,38,2617.86
2025-04-09,TOF Prospecting - Broad Interests,Broad Interests,65945,725,761.3,75,5127.4
2025-04-10,TOF Prospecting - Broad Interests,Broad Interests,60752,668,575.96,63,4267.06
2025-04-11,TOF Prospecting - Broad Interests,Broad Interests,45176,497,510.06,75,5084.67
2025-04-12,TOF Prospecting - Broad Interests,Broad Interests,58580,644,581.91,60,4075.38
2025-04-13,TOF Prospecting - Broad Interests,Broad Interests,73146,805,749.57,83,5671.3
2025-04-14,TOF Prospecting - Broad Interests,Broad Interests,46679,513,625.71,39,2685.37
2025-04-15,TOF Prospecting - Broad Interests,Broad Interests,55351,609,670.62,40,2751.97
2025-04-16,TOF Prospecting - Broad Interests,Broad Interests,47697,525,592.83,38,2550.88
2025-04-17,TOF Prospecting - Broad Interests,Broad Interests,42985,473,565.07,33,2248.01
2025-04-18,TOF Prospecting - Broad Interests,Broad Interests,69165,761,696.78,41,2767.39
2025-04-19,TOF Prospecting - Broad Interests,Broad Interests,60079,661,537.36,40,2706.0
2025-04-20,TOF Prospecting - Broad Interests,Broad Interests,52202,574,589.22,30,2020.66
2025-04-21,TOF Prospecting - Broad Interests,Broad Interests,67224,739,678.92,25,1715.91
2025-04-22,TOF Prospecting - Broad Interests,Broad Interests,69593,766,659.91,42,2830.73
2025-04-23,TOF Prospecting - Broad Interests,Broad Interests,63643,700,685.64,31,2123.16
2025-04-24,TOF Prospecting - Broad Interests,Broad Interests,48248,531,532.08,26,1795.14
2025-04-25,TOF Prospecting - Broad Interests,Broad Interests,46699,514,526.47,30,2035.01
2025-04-26,TOF Prospecting - Broad Interests,Broad Interests,52285,575,545.03,29,1953.35
2025-04-27,TOF Prospecting - Broad Interests,Broad Interests,54333,598,547.61,45,3058.68
2025-04-28,TOF Prospecting - Broad Interests,Broad Interests,53848,592,565.6,31,2139.86
2025-04-29,TOF Prospecting - Broad Interests,Broad Interests,61591,678,649.15,52,3549.91
2025-04-30,TOF Prospecting - Broad Interests,Broad Interests,66231,729,732.28,43,2922.17
2025-05-01,TOF Prospecting - Broad Interests,Broad Interests,59718,657,770.33,41,2778.0
2025-05-02,TOF Prospecting - Broad Interests,Broad Interests,79802,878,802.45,45,3082.83
2025-05-03,TOF Prospecting - Broad Interests,Broad Interests,34752,382,434.67,18,1231.81
2025-05-04,TOF Prospecting - Broad Interests,Broad Interests,43222,475,446.89,30,2055.42
2025-05-05,TOF Prospecting - Broad Interests,Broad Interests,57985,638,591.4,44,3006.73
2025-05-06,TOF Prospecting - Broad Interests,Broad Interests,51292,564,632.37,49,3306.06
2025-05-07,TOF Prospecting - Broad Interests,Broad Interests,51102,562,597.35,23,1565.68
2025-05-08,TOF Prospecting - Broad Interests,Broad Interests,63471,698,564.72,21,1424.52
2025-05-09,TOF Prospecting - Broad Interests,Broad Interests,53280,586,590.76,29,1982.15
2025-05-10,TOF Prospecting - Broad Interests,Broad Interests,48476,533,602.44,53,3582.39
2025-05-11,TOF Prospecting - Broad Interests,Broad Interests,42830,471,434.87,29,1939.91
2025-05-12,TOF Prospecting - Broad Interests,Broad Interests,80159,882,952.58,39,2634.47
2025-05-13,TOF Prospecting - Broad Interests,Broad Interests,47068,518,627.37,23,1578.45
2025-05-14,TOF Prospecting - Broad Interests,Broad Interests,72340,796,755.44,34,2290.1
2025-05-15,TOF Prospecting - Broad Interests,Broad Interests,46739,514,563.48,26,1790.18
2025-05-16,TOF Prospecting - Broad Interests,Broad Interests,65139,717,693.88,51,3492.2
2025-05-17,TOF Prospecting - Broad Interests,Broad Interests,47255,520,563.81,45,3040.49
2025-05-18,TOF Prospecting - Broad Interests,Broad Interests,63064,694,646.34,27,1822.96
2025-05-19,TOF Prospecting - Broad Interests,Broad Interests,55968,616,604.46,44,2971.93
2025-05-20,TOF Prospecting - Broad Interests,Broad Interests,58145,640,828.62,54,3658.38
2025-05-21,TOF Prospecting - Broad Interests,Broad Interests,45268,498,479.29,20,1381.24
2025-05-22,TOF Prospecting - Broad Interests,Broad Interests,65711,723,744.07,40,2711.06
2025-05-23,TOF Prospecting - Broad Interests,Broad Interests,67141,739,640.99,40,2749.02
2025-05-24,TOF Prospecting - Broad Interests,Broad Interests,43718,481,462.26,30,2005.84
2025-05-25,TOF Prospecting - Broad Interests,Broad Interests,77394,851,789.33,26,1738.66
2025-05-26,TOF Prospecting - Broad Interests,Broad Interests,74189,816,876.18,48,3258.86
2025-05-27,TOF Prospecting - Broad Interests,Broad Interests,36343,400,432.64,32,2187.87
2025-05-28,TOF Prospecting - Broad Interests,Broad Interests,58847,647,648.98,59,4024.73
2025-05-29,TOF Prospecting - Broad Interests,Broad Interests,62616,689,714.07,32,2205.46
2025-05-30,TOF Prospecting - Broad Interests,Broad Interests,70793,779,681.2,32,2208.15
2025-05-31,TOF Prospecting - Broad Interests,Broad Interests,65477,720,731.38,38,2577.81
2025-06-01,TOF Prospecting - Broad Interests,Broad Interests,56686,624,704.79,43,2912.59
2025-06-02,TOF Prospecting - Broad Interests,Broad Interests,55290,608,660.66,38,2615.45
2025-06-03,TOF Prospecting - Broad Interests,Broad Interests,95049,1046,949.35,58,3974.96
2025-06-04,TOF Prospecting - Broad Interests,Broad Interests,66706,734,746.14,29,1987.75
2025-06-05,TOF Prospecting - Broad Interests,Broad Interests,52639,579,591.95,39,2627.08
2025-06-06,TOF Prospecting - Broad Interests,Broad Interests,57729,635,571.14,27,1814.57
2025-06-07,TOF Prospecting - Broad Interests,Broad Interests,57932,637,698.3,37,2538.72
2025-06-08,TOF Prospecting - Broad Interests,Broad Interests,35201,387,484.2,49,3312.35
2025-06-09,TOF Prospecting - Broad Interests,Broad Interests,48973,539,586.67,22,1522.39
2025-06-10,TOF Prospecting - Broad Interests,Broad Interests,56362,620,605.15,32,2182.17
2025-06-11,TOF Prospecting - Broad Interests,Broad Interests,59749,657,673.85,26,1759.62
2025-06-12,TOF Prospecting - Broad Interests,Broad Interests,47494,522,610.66,37,2502.24
2025-06-13,TOF Prospecting - Broad Interests,Broad Interests,50220,552,499.05,41,2785.45
2025-06-14,TOF Prospecting - Broad Interests,Broad Interests,63762,701,690.01,41,2763.47
2025-06-15,TOF Prospecting - Broad Interests,Broad Interests,49212,541,520.68,30,2032.72
2025-06-16,TOF Prospecting - Broad Interests,Broad Interests,86363,950,910.96,71,4798.13
2025-06-17,TOF Prospecting - Broad Interests,Broad Interests,53424,588,669.15,42,2832.85
2025-06-18,TOF Prospecting - Broad Interests,Broad Interests,74602,821,796.14,55,3737.66
2025-06-19,TOF Prospecting - Broad Interests,Broad Interests,70701,778,710.25,49,3327.08
2025-06-20,TOF Prospecting - Broad Interests,Broad Interests,81883,901,803.64,18,1241.84
2025-06-21,TOF Prospecting - Broad Interests,Broad Interests,60771,668,621.97,35,2369.29
2025-06-22,TOF Prospecting - Broad Interests,Broad Interests,56056,617,585.78,25,1673.86
2025-06-23,TOF Prospecting - Broad Interests,Broad Interests,59071,650,773.08,33,2230.27
2025-06-24,TOF Prospecting - Broad Interests,Broad Interests,90203,992,993.72,78,5326.97
2025-06-25,TOF Prospecting - Broad Interests,Broad Interests,50011,550,605.34,31,2121.17
2025-06-26,TOF Prospecting - Broad Interests,Broad Interests,75804,834,733.5,71,4852.74
2025-06-27,TOF Prospecting - Broad Interests,Broad Interests,64672,711,635.35,24,1615.83
2025-06-28,TOF Prospecting - Broad Interests,Broad Interests,50960,561,616.46,26,1739.42
2025-06-29,TOF Prospecting - Broad Interests,Broad Interests,51336,565,567.29,42,2834.46
2025-06-30,TOF Prospecting - Broad Interests,Broad Interests,40239,443,431.76,24,1628.98
2025-07-01,TOF Prospecting - Broad Interests,Broad Interests,59284,652,595.95,38,2571.08
2025-07-02,TOF Prospecting - Broad Interests,Broad Interests,56886,626,739.89,39,2676.67
2025-07-03,TOF Prospecting - Broad Interests,Broad Interests,39266,432,538.73,30,2073.2
2025-07-04,TOF Prospecting - Broad Interests,Broad Interests,66622,733,730.05,37,2501.68
2025-07-05,TOF Prospecting - Broad Interests,Broad Interests,39930,439,565.76,35,2374.63
2025-07-06,TOF Prospecting - Broad Interests,Broad Interests,48862,537,529.02,38,2584.99
2025-07-07,TOF Prospecting - Broad Interests,Broad Interests,70306,773,728.9,65,4443.19
2025-07-08,TOF Prospecting - Broad Interests,Broad Interests,72036,792,700.26,37,2499.37
2025-07-09,TOF Prospecting - Broad Interests,Broad Interests,57099,628,668.44,34,2277.84
2025-07-10,TOF Prospecting - Broad Interests,Broad Interests,68766,756,744.33,35,2377.41
2025-07-11,TOF Prospecting - Broad Interests,Broad Interests,62416,687,643.27,57,3867.8
2025-07-12,TOF Prospecting - Broad Interests,Broad Interests,32993,363,408.2,31,2117.69
2025-07-13,TOF Prospecting - Broad Interests,Broad Interests,51098,562,512.91,17,1176.46
2025-07-14,TOF Prospecting - Broad Interests,Broad Interests,41926,461,448.7,15,1040.28
2025-07-15,TOF Prospecting - Broad Interests,Broad Interests,59825,658,699.14,30,2067.96
2025-07-16,TOF Prospecting - Broad Interests,Broad Interests,67321,741,730.13,43,2936.92
2025-07-17,TOF Prospecting - Broad Interests,Broad Interests,66021,726,736.42,40,2731.1
2025-07-18,TOF Prospecting - Broad Interests,Broad Interests,66741,734,679.06,45,3027.74
2025-07-19,TOF Prospecting - Broad Interests,Broad Interests,57440,632,655.03,35,2394.32
2025-07-20,TOF Prospecting - Broad Interests,Broad Interests,38546,424,414.49,39,2652.06
2025-07-21,TOF Prospecting - Broad Interests,Broad Interests,52167,574,610.6,44,3012.65
2025-07-22,TOF Prospecting - Broad Interests,Broad Interests,39958,440,482.75,30,2026.02
2025-07-23,TOF Prospecting - Broad Interests,Broad Interests,54018,594,584.1,48,3254.0
2025-07-24,TOF Prospecting - Broad Interests,Broad Interests,69290,762,833.7,27,1843.3
2025-07-25,TOF Prospecting - Broad Interests,Broad Interests,74759,822,759.08,40,2750.67
2025-07-26,TOF Prospecting - Broad Interests,Broad Interests,59958,660,621.61,37,2525.4
2025-07-27,TOF Prospecting - Broad Interests,Broad Interests,44987,495,534.21,38,2574.6
2025-07-28,TOF Prospecting - Broad Interests,Broad Interests,48477,533,521.97,19,1260.93
2025-07-29,TOF Prospecting - Broad Interests,Broad Interests,54360,598,645.81,34,2308.67
2025-07-30,TOF Prospecting - Broad Interests,Broad Interests,59075,650,762.91,47,3193.91
2025-07-31,TOF Prospecting - Broad Interests,Broad Interests,57613,634,672.75,44,2972.46
2025-08-01,TOF Prospecting - Broad Interests,Broad Interests,42505,468,469.91,41,2763.45
2025-08-02,TOF Prospecting - Broad Interests,Broad Interests,53991,594,563.73,41,2819.58
2025-08-03,TOF Prospecting - Broad Interests,Broad Interests,36190,398,392.18,24,1634.13
2025-08-04,TOF Prospecting - Broad Interests,Broad Interests,72005,792,723.32,49,3332.65
2025-08-05,TOF Prospecting - Broad Interests,Broad Interests,45546,501,552.66,31,2079.03
2025-08-06,TOF Prospecting - Broad Interests,Broad Interests,43997,484,502.55,31,2137.57
2025-08-07,TOF Prospecting - Broad Interests,Broad Interests,77789,856,725.94,51,3464.01
2025-08-08,TOF Prospecting - Broad Interests,Broad Interests,51951,571,693.19,38,2599.94
2025-08-09,TOF Prospecting - Broad Interests,Broad Interests,50256,553,578.37,38,2552.54
2025-08-10,TOF Prospecting - Broad Interests,Broad Interests,67237,740,823.26,59,3996.69
2025-08-11,TOF Prospecting - Broad Interests,Broad Interests,62715,690,703.48,49,3299.99
2025-08-12,TOF Prospecting - Broad Interests,Broad Interests,48652,535,558.93,47,3226.39
2025-08-13,TOF Prospecting - Broad Interests,Broad Interests,66571,732,689.49,78,5277.98
2025-08-14,TOF Prospecting - Broad Interests,Broad Interests,55647,612,596.68,43,2897.83
2025-08-15,TOF Prospecting - Broad Interests,Broad Interests,62979,693,789.39,37,2529.3
2024-06-01,TOF Cold - Advantage+ ASC,ASC Catalog,38994,780,678.61,93,7409.43
2024-06-02,TOF Cold - Advantage+ ASC,ASC Catalog,45727,915,754.72,47,3783.42
2024-06-03,TOF Cold - Advantage+ ASC,ASC Catalog,63032,1261,975.07,83,6678.07
2024-06-04,TOF Cold - Advantage+ ASC,ASC Catalog,95305,1906,1323.2,88,7039.77
2024-06-05,TOF Cold - Advantage+ ASC,ASC Catalog,66618,1332,969.54,72,5720.17
2024-06-06,TOF Cold - Advantage+ ASC,ASC Catalog,39410,788,712.32,55,4436.76
2024-06-07,TOF Cold - Advantage+ ASC,ASC Catalog,58009,1160,840.78,53,4225.8
2024-06-08,TOF Cold - Advantage+ ASC,ASC Catalog,51244,1025,781.83,19,1508.79
2024-06-09,TOF Cold - Advantage+ ASC,ASC Catalog,40486,810,689.54,80,6366.58
2024-06-10,TOF Cold - Advantage+ ASC,ASC Catalog,59313,1186,931.89,51,4087.24
2024-06-11,TOF Cold - Advantage+ ASC,ASC Catalog,37668,753,569.16,40,3209.25
2024-06-12,TOF Cold - Advantage+ ASC,ASC Catalog,59451,1189,946.74,60,4766.3
2024-06-13,TOF Cold - Advantage+ ASC,ASC Catalog,51604,1032,786.95,44,3513.36
2024-06-14,TOF Cold - Advantage+ ASC,ASC Catalog,48218,964,841.02,63,5019.91
2024-06-15,TOF Cold - Advantage+ ASC,ASC Catalog,75394,1508,988.35,65,5181.08
2024-06-16,TOF Cold - Advantage+ ASC,ASC Catalog,31189,624,605.21,37,2923.8
