date,campaign_name,campaign_type,impressions,clicks,cost,conversions,conversion_value
2025-04-06,Competitor - Search,Search,1434,65,157.04,5.18,362.5
2025-04-07,Competitor - Search,Search,2105,95,234.72,8.75,612.22
2025-04-08,Competitor - Search,Search,1983,89,217.81,5.1,357.08
2025-04-09,Competitor - Search,Search,1780,80,220.69,7.76,543.29
2025-04-10,Competitor - Search,Search,2785,125,303.42,12.99,909.41
2025-04-11,Competitor - Search,Search,1622,73,170.02,9.3,651.23
2025-04-12,Competitor - Search,Search,2096,94,188.14,6.38,446.73
2025-04-13,Competitor - Search,Search,1866,84,199.8,11.39,797.04
2025-04-14,Competitor - Search,Search,1374,62,187.35,5.0,349.92
2025-04-15,Competitor - Search,Search,1973,89,215.08,6.06,424.52
2025-04-16,Competitor - Search,Search,1955,88,160.5,8.56,599.22
2025-04-17,Competitor - Search,Search,2787,125,276.03,17.71,1239.97
2025-04-18,Competitor - Search,Search,1618,73,189.5,9.22,645.4
2025-04-19,Competitor - Search,Search,2685,121,273.29,10.52,736.4
2025-04-20,Competitor - Search,Search,1621,73,188.56,4.1,286.91
2025-04-21,Competitor - Search,Search,2087,94,258.1,5.55,388.76
2025-04-22,Competitor - Search,Search,1900,86,212.53,9.08,635.5
2025-04-23,Competitor - Search,Search,1995,90,213.48,7.87,551.02
2025-04-24,Competitor - Search,Search,1484,67,193.32,5.8,406.07
2025-04-25,Competitor - Search,Search,1812,82,219.49,9.14,639.85
2025-04-26,Competitor - Search,Search,1866,84,201.32,8.65,605.51
2025-04-27,Competitor - Search,Search,1468,66,165.15,9.41,658.67
2025-04-28,Competitor - Search,Search,2026,91,210.3,9.02,631.45
2025-04-29,Competitor - Search,Search,1581,71,192.79,11.66,816.1
2025-04-30,Competitor - Search,Search,3238,146,325.63,12.17,852.22
2025-05-01,Competitor - Search,Search,1743,78,211.89,8.42,589.07
2025-05-02,Competitor - Search,Search,3105,140,284.5,15.11,1057.71
2025-05-03,Competitor - Search,Search,1435,65,184.04,5.79,405.08
2025-05-04,Competitor - Search,Search,1659,75,199.83,19.32,1352.59
2025-05-05,Competitor - Search,Search,1641,74,170.02,8.13,569.05
2025-05-06,Competitor - Search,Search,2177,98,199.07,9.28,649.77
2025-05-07,Competitor - Search,Search,2142,96,224.18,10.67,747.0
2025-05-08,Competitor - Search,Search,2814,127,287.27,19.42,1359.75
2025-05-09,Competitor - Search,Search,2085,94,224.82,11.59,811.24
2025-05-10,Competitor - Search,Search,2049,92,245.23,6.05,423.36
2025-05-11,Competitor - Search,Search,1892,85,214.61,13.41,938.72
2025-05-12,Competitor - Search,Search,2378,107,289.87,10.05,703.78
2025-05-13,Competitor - Search,Search,1744,78,214.06,9.07,634.95
2025-05-14,Competitor - Search,Search,3208,144,332.79,8.41,588.52
2025-05-15,Competitor - Search,Search,1642,74,198.4,9.67,676.85
2025-05-16,Competitor - Search,Search,1804,81,188.69,6.52,456.16
2025-05-17,Competitor - Search,Search,1253,56,154.17,6.89,482.26
2025-05-18,Competitor - Search,Search,2782,125,291.72,10.28,719.34
2025-05-19,Competitor - Search,Search,2216,100,251.32,17.78,1244.47
2025-05-20,Competitor - Search,Search,2177,98,204.27,15.33,1072.88
2025-05-21,Competitor - Search,Search,2599,117,271.73,10.75,752.53
2025-05-22,Competitor - Search,Search,2574,116,245.71,9.99,699.58
2025-05-23,Competitor - Search,Search,2656,120,309.41,10.46,731.91
2025-05-24,Competitor - Search,Search,1354,61,145.47,8.86,620.44
2025-05-25,Competitor - Search,Search,1539,69,183.31,7.01,490.6
2025-05-26,Competitor - Search,Search,1777,80,200.07,7.33,512.89
2025-05-27,Competitor - Search,Search,1375,62,152.48,8.88,621.81
2025-05-28,Competitor - Search,Search,2268,102,263.37,8.81,616.41
2025-05-29,Competitor - Search,Search,1700,77,207.35,8.46,592.45
2025-05-30,Competitor - Search,Search,2000,90,248.79,6.16,431.24
2025-05-31,Competitor - Search,Search,2160,97,294.72,13.93,975.08
2025-06-01,Competitor - Search,Search,1507,68,180.92,13.7,958.78
2025-06-02,Competitor - Search,Search,1993,90,202.11,10.41,728.6
2025-06-03,Competitor - Search,Search,1758,79,222.83,14.07,984.59
2025-06-04,Competitor - Search,Search,2105,95,260.63,7.96,557.51
2025-06-05,Competitor - Search,Search,2183,98,197.12,8.82,617.18
2025-06-06,Competitor - Search,Search,1694,76,194.92,6.13,429.29
2025-06-07,Competitor - Search,Search,2235,101,233.75,8.8,616.19
2025-06-08,Competitor - Search,Search,2043,92,206.96,10.77,754.24
2025-06-09,Competitor - Search,Search,1497,67,151.3,6.78,474.83
2025-06-10,Competitor - Search,Search,1395,63,175.42,4.88,341.66
2025-06-11,Competitor - Search,Search,2594,117,286.67,7.44,521.04
2025-06-12,Competitor - Search,Search,1853,83,235.3,6.26,438.23
2025-06-13,Competitor - Search,Search,2257,102,190.89,9.27,648.9
2025-06-14,Competitor - Search,Search,1483,67,187.92,14.67,1026.64
2025-06-15,Competitor - Search,Search,1620,73,194.31,12.22,855.08
2025-06-16,Competitor - Search,Search,2088,94,250.25,5.63,394.19
2025-06-17,Competitor - Search,Search,1369,62,171.73,11.22,785.35
2025-06-18,Competitor - Search,Search,1999,90,188.56,10.49,734.1
2025-06-19,Competitor - Search,Search,2719,122,230.52,5.86,410.43
2025-06-20,Competitor - Search,Search,1904,86,215.64,8.07,564.74
2025-06-21,Competitor - Search,Search,1747,79,215.35,12.26,858.27
2025-06-22,Competitor - Search,Search,1153,52,155.78,7.96,556.92
2025-06-23,Competitor - Search,Search,2118,95,234.39,6.38,446.45
2025-06-24,Competitor - Search,Search,2401,108,267.63,12.58,880.94
2025-06-25,Competitor - Search,Search,2083,94,240.11,5.07,354.92
2025-06-26,Competitor - Search,Search,2136,96,225.63,8.57,599.96
2025-06-27,Competitor - Search,Search,2084,94,216.37,12.47,872.58
2025-06-28,Competitor - Search,Search,1603,72,167.63,7.22,505.22
2025-06-29,Competitor - Search,Search,1726,78,192.38,6.93,485.2
2025-06-30,Competitor - Search,Search,2293,103,276.48,14.03,981.98
2025-07-01,Competitor - Search,Search,2072,93,209.33,11.56,808.94
2025-07-02,Competitor - Search,Search,1690,76,182.28,11.41,798.42
2025-07-03,Competitor - Search,Search,1982,89,195.88,10.62,743.51
2025-07-04,Competitor - Search,Search,2224,100,221.99,12.51,875.75
2025-07-05,Competitor - Search,Search,1423,64,177.15,9.37,655.71
2025-07-06,Competitor - Search,Search,1659,75,206.85,9.25,647.6
2025-07-07,Competitor - Search,Search,2022,91,235.5,9.74,681.74
2025-07-08,Competitor - Search,Search,2096,94,251.64,9.3,651.19
2025-07-09,Competitor - Search,Search,2768,125,277.17,7.48,523.71
2025-07-10,Competitor - Search,Search,2462,111,256.73,7.62,533.24
2025-07-11,Competitor - Search,Search,1875,84,181.45,7.05,493.35
2025-07-12,Competitor - Search,Search,1556,70,161.46,7.48,523.33
2025-07-13,Competitor - Search,Search,1773,80,187.48,12.14,849.96
2025-07-14,Competitor - Search,Search,2069,93,198.16,8.15,570.23
2025-07-15,Competitor - Search,Search,1700,76,175.17,10.06,704.49
2025-07-16,Competitor - Search,Search,1852,83,198.65,11.43,799.83
2025-07-17,Competitor - Search,Search,2121,95,197.55,7.68,537.34
2025-07-18,Competitor - Search,Search,1786,80,190.73,9.56,668.86
2025-07-19,Competitor - Search,Search,1616,73,179.96,7.08,495.67
2025-07-20,Competitor - Search,Search,2006,90,235.59,14.1,987.05
2025-07-21,Competitor - Search,Search,2219,100,223.36,11.0,769.99
2025-07-22,Competitor - Search,Search,3525,159,336.38,8.7,609.15
2025-07-23,Competitor - Search,Search,2049,92,222.38,9.51,665.5
2025-07-24,Competitor - Search,Search,2161,97,204.76,13.89,972.45
2025-07-25,Competitor - Search,Search,1642,74,215.98,8.38,586.54
2025-07-26,Competitor - Search,Search,1842,83,200.02,9.51,665.5
2025-07-27,Competitor - Search,Search,1906,86,206.63,10.05,703.83
2025-07-28,Competitor - Search,Search,2704,122,314.0,8.66,606.46
2025-07-29,Competitor - Search,Search,2182,98,185.64,9.11,637.79
2025-07-30,Competitor - Search,Search,2322,104,252.39,6.59,461.34
2025-07-31,Competitor - Search,Search,1996,90,224.55,7.57,529.64
2025-08-01,Competitor - Search,Search,1514,68,163.09,9.68,677.89
2025-08-02,Competitor - Search,Search,1667,75,219.99,9.99,699.56
2025-08-03,Competitor - Search,Search,2065,93,240.67,8.8,616.23
2025-08-04,Competitor - Search,Search,1897,85,185.66,8.94,625.68
2025-08-05,Competitor - Search,Search,1881,85,216.37,8.7,609.13
2025-08-06,Competitor - Search,Search,1354,61,158.92,6.89,482.07
2025-08-07,Competitor - Search,Search,1825,82,172.91,8.97,628.04
2025-08-08,Competitor - Search,Search,2774,125,262.01,8.29,580.08
2025-08-09,Competitor - Search,Search,1721,77,176.54,7.59,531.16
2025-08-10,Competitor - Search,Search,1392,63,157.32,6.19,433.56
2025-08-11,Competitor - Search,Search,2046,92,226.37,5.71,399.67
2025-08-12,Competitor - Search,Search,1690,76,197.79,6.25,437.43
2025-08-13,Competitor - Search,Search,1674,75,199.71,13.29,930.24
2025-08-14,Competitor - Search,Search,2072,93,248.41,11.1,776.86
2025-08-15,Competitor - Search,Search,1536,69,176.49,5.04,352.7
2024-06-01,Shopping - Core Catalog,Shopping,80191,962,687.29,97.96,8326.81
2024-06-02,Shopping - Core Catalog,Shopping,91239,1095,625.15,57.02,4846.29
2024-06-03,Shopping - Core Catalog,Shopping,97278,1167,974.58,102.63,8723.77
2024-06-04,Shopping - Core Catalog,Shopping,113692,1364,977.69,65.61,5577.22
2024-06-05,Shopping - Core Catalog,Shopping,171143,2054,1273.54,92.99,7904.46
2024-06-06,Shopping - Core Catalog,Shopping,85519,1026,831.78,56.62,4812.35
2024-06-07,Shopping - Core Catalog,Shopping,110499,1326,989.91,120.14,10211.92
2024-06-08,Shopping - Core Catalog,Shopping,99217,1191,878.7,83.83,7125.42
2024-06-09,Shopping - Core Catalog,Shopping,92421,1109,793.87,79.27,6737.75
2024-06-10,Shopping - Core Catalog,Shopping,109050,1309,1074.53,131.67,11192.24
2024-06-11,Shopping - Core Catalog,Shopping,136585,1639,1081.01,124.43,10576.55
2024-06-12,Shopping - Core Catalog,Shopping,126962,1524,997.73,104.88,8914.74
2024-06-13,Shopping - Core Catalog,Shopping,112572,1351,898.73,50.64,4304.09
2024-06-14,Shopping - Core Catalog,Shopping,96334,1156,882.8,62.17,5284.7
2024-06-15,Shopping - Core Catalog,Shopping,78219,939,651.38,45.34,3854.01
2024-06-16,Shopping - Core Catalog,Shopping,78453,941,721.03,82.29,6994.48
2024-06-17,Shopping - Core Catalog,Shopping,97061,1165,842.88,78.02,6632.1
2024-06-18,Shopping - Core Catalog,Shopping,113754,1365,770.41,45.77,3890.74
2024-06-19,Shopping - Core Catalog,Shopping,122757,1473,1021.34,80.03,6802.37
2024-06-20,Shopping - Core Catalog,Shopping,123784,1485,1170.89,59.18,5030.47
2024-06-21,Shopping - Core Catalog,Shopping,97215,1167,802.01,70.4,5983.82
2024-06-22,Shopping - Core Catalog,Shopping,91471,1098,879.57,46.5,3952.44
2024-06-23,Shopping - Core Catalog,Shopping,73302,880,694.18,75.36,6405.28
2024-06-24,Shopping - Core Catalog,Shopping,96032,1152,895.18,86.64,7364.69
2024-06-25,Shopping - Core Catalog,Shopping,95148,1142,835.56,130.58,11099.2
2024-06-26,Shopping - Core Catalog,Shopping,137911,1655,1054.84,111.6,9486.36
2024-06-27,Shopping - Core Catalog,Shopping,105707,1268,838.04,65.03,5527.5
2024-06-28,Shopping - Core Catalog,Shopping,142574,1711,1136.59,116.17,9874.72
2024-06-29,Shopping - Core Catalog,Shopping,85557,1027,802.16,47.04,3998.18
2024-06-30,Shopping - Core Catalog,Shopping,84157,1010,746.24,50.84,4321.47
2024-07-01,Shopping - Core Catalog,Shopping,89832,1078,734.34,74.11,6299.01
2024-07-02,Shopping - Core Catalog,Shopping,107719,1293,963.51,42.6,3621.31
2024-07-03,Shopping - Core Catalog,Shopping,125277,1503,1082.03,87.04,7398.02
2024-07-04,Shopping - Core Catalog,Shopping,120422,1445,967.87,60.12,5110.62
2024-07-05,Shopping - Core Catalog,Shopping,158574,1903,1379.3,105.77,8990.59
2024-07-06,Shopping - Core Catalog,Shopping,128498,1542,1055.26,62.65,5325.14
2024-07-07,Shopping - Core Catalog,Shopping,107804,1294,772.22,79.03,6717.7
2024-07-08,Shopping - Core Catalog,Shopping,102003,1224,871.68,76.36,6490.77
2024-07-09,Shopping - Core Catalog,Shopping,134607,1615,1004.91,127.51,10838.1
2024-07-10,Shopping - Core Catalog,Shopping,100025,1200,794.5,71.19,6050.9
2024-07-11,Shopping - Core Catalog,Shopping,117211,1407,1140.16,72.32,6147.21
2024-07-12,Shopping - Core Catalog,Shopping,105223,1263,986.86,76.84,6531.22
2024-07-13,Shopping - Core Catalog,Shopping,93864,1126,857.0,50.12,4260.05
2024-07-14,Shopping - Core Catalog,Shopping,101256,1215,926.46,89.5,7607.28
2024-07-15,Shopping - Core Catalog,Shopping,148950,1787,1262.53,115.99,9859.36
2024-07-16,Shopping - Core Catalog,Shopping,120930,1451,955.25,169.74,14427.84
2024-07-17,Shopping - Core Catalog,Shopping,122558,1471,908.05,64.84,5510.98
2024-07-18,Shopping - Core Catalog,Shopping,149342,1792,1216.41,87.6,7446.34
2024-07-19,Shopping - Core Catalog,Shopping,125698,1508,1103.99,75.03,6377.96
2024-07-20,Shopping - Core Catalog,Shopping,74898,899,774.79,74.34,6318.81
2024-07-21,Shopping - Core Catalog,Shopping,98550,1183,822.0,81.64,6939.74
2024-07-22,Shopping - Core Catalog,Shopping,114819,1378,962.0,80.02,6802.03
2024-07-23,Shopping - Core Catalog,Shopping,120238,1443,991.69,115.01,9775.5
2024-07-24,Shopping - Core Catalog,Shopping,107011,1284,728.17,55.38,4707.24
2024-07-25,Shopping - Core Catalog,Shopping,94950,1139,704.52,87.4,7429.25
2024-07-26,Shopping - Core Catalog,Shopping,102120,1225,793.04,83.39,7088.0
2024-07-27,Shopping - Core Catalog,Shopping,74840,898,692.14,63.93,5433.91
2024-07-28,Shopping - Core Catalog,Shopping,82968,996,733.62,60.97,5182.27
2024-07-29,Shopping - Core Catalog,Shopping,123156,1478,1044.37,178.03,15132.48
2024-07-30,Shopping - Core Catalog,Shopping,99602,1195,904.11,60.96,5181.82
2024-07-31,Shopping - Core Catalog,Shopping,120900,1451,965.99,89.17,7579.5
2024-08-01,Shopping - Core Catalog,Shopping,92326,1108,748.34,54.3,4615.16
2024-08-02,Shopping - Core Catalog,Shopping,91699,1100,858.84,128.36,10910.83
2024-08-03,Shopping - Core Catalog,Shopping,123182,1478,918.02,102.72,8731.62
2024-08-04,Shopping - Core Catalog,Shopping,110613,1327,919.69,64.31,5466.65
2024-08-05,Shopping - Core Catalog,Shopping,82140,986,820.21,84.78,7206.42
2024-08-06,Shopping - Core Catalog,Shopping,113995,1368,962.49,87.88,7469.97
2024-08-07,Shopping - Core Catalog,Shopping,170126,2042,1389.44,88.26,7502.32
2024-08-08,Shopping - Core Catalog,Shopping,122386,1469,932.74,99.93,8494.33
2024-08-09,Shopping - Core Catalog,Shopping,95105,1141,826.3,82.14,6981.75
2024-08-10,Shopping - Core Catalog,Shopping,103840,1246,802.95,76.38,6491.93
2024-08-11,Shopping - Core Catalog,Shopping,102215,1227,842.69,73.19,6221.33
2024-08-12,Shopping - Core Catalog,Shopping,95211,1143,912.18,89.2,7581.97
2024-08-13,Shopping - Core Catalog,Shopping,96360,1156,932.47,85.26,7246.81
2024-08-14,Shopping - Core Catalog,Shopping,96363,1156,723.49,67.51,5738.13
2024-08-15,Shopping - Core Catalog,Shopping,105894,1271,789.24,58.33,4958.3
2024-08-16,Shopping - Core Catalog,Shopping,112389,1349,914.07,130.47,11089.86
2024-08-17,Shopping - Core Catalog,Shopping,111520,1338,806.63,52.41,4455.03
2024-08-18,Shopping - Core Catalog,Shopping,99342,1192,750.8,77.5,6587.12
2024-08-19,Shopping - Core Catalog,Shopping,116089,1393,910.71,71.12,6045.2
2024-08-20,Shopping - Core Catalog,Shopping,103352,1240,950.99,136.77,11625.38
2024-08-21,Shopping - Core Catalog,Shopping,156329,1876,1104.39,68.03,5782.13
2024-08-22,Shopping - Core Catalog,Shopping,116156,1394,924.76,63.47,5394.66
2024-08-23,Shopping - Core Catalog,Shopping,115914,1391,1011.98,62.92,5348.13
2024-08-24,Shopping - Core Catalog,Shopping,84193,1010,756.1,75.5,6417.57
2024-08-25,Shopping - Core Catalog,Shopping,112901,1355,924.33,52.4,4453.77
2024-08-26,Shopping - Core Catalog,Shopping,101638,1220,1009.04,72.77,6185.27
2024-08-27,Shopping - Core Catalog,Shopping,140772,1689,1102.58,46.72,3971.04
2024-08-28,Shopping - Core Catalog,Shopping,116143,1394,1073.22,94.08,7997.13
2024-08-29,Shopping - Core Catalog,Shopping,129700,1556,1049.84,74.25,6310.83
2024-08-30,Shopping - Core Catalog,Shopping,104873,1258,928.1,50.76,4314.91
2024-08-31,Shopping - Core Catalog,Shopping,101302,1216,873.73,105.32,8952.46
2024-09-01,Shopping - Core Catalog,Shopping,115248,1383,1044.2,58.06,4935.42
2024-09-02,Shopping - Core Catalog,Shopping,101584,1219,867.17,96.07,8166.17
2024-09-03,Shopping - Core Catalog,Shopping,125291,1503,871.25,61.5,5227.45
2024-09-04,Shopping - Core Catalog,Shopping,137883,1655,1008.41,135.76,11539.55
2024-09-05,Shopping - Core Catalog,Shopping,129784,1557,1052.22,108.18,9195.4
2024-09-06,Shopping - Core Catalog,Shopping,100007,1200,842.19,54.75,4653.97
2024-09-07,Shopping - Core Catalog,Shopping,110487,1326,852.96,56.78,4826.23
2024-09-08,Shopping - Core Catalog,Shopping,113346,1360,850.38,89.46,7604.13
2024-09-09,Shopping - Core Catalog,Shopping,71928,863,656.47,56.97,4842.85
2024-09-10,Shopping - Core Catalog,Shopping,111114,1333,940.62,76.1,6468.6
2024-09-11,Shopping - Core Catalog,Shopping,94420,1133,951.63,118.22,10048.86
2024-09-12,Shopping - Core Catalog,Shopping,126741,1521,951.53,64.47,5480.02
2024-09-13,Shopping - Core Catalog,Shopping,185025,2220,1264.23,99.96,8496.84
2024-09-14,Shopping - Core Catalog,Shopping,83606,1003,696.69,85.86,7297.83
2024-09-15,Shopping - Core Catalog,Shopping,71984,864,747.83,86.64,7364.29
2024-09-16,Shopping - Core Catalog,Shopping,77564,931,613.05,55.75,4738.77
2024-09-17,Shopping - Core Catalog,Shopping,97892,1175,900.1,71.21,6052.53
2024-09-18,Shopping - Core Catalog,Shopping,101872,1222,914.42,46.6,3961.1
2024-09-19,Shopping - Core Catalog,Shopping,113586,1363,896.17,56.39,4793.26
2024-09-20,Shopping - Core Catalog,Shopping,146491,1758,1199.6,103.53,8799.85
2024-09-21,Shopping - Core Catalog,Shopping,115129,1382,1015.46,80.94,6880.16
2024-09-22,Shopping - Core Catalog,Shopping,98439,1181,882.38,78.32,6657.0
2024-09-23,Shopping - Core Catalog,Shopping,110973,1332,920.51,107.73,9157.46
2024-09-24,Shopping - Core Catalog,Shopping,135315,1624,1184.16,65.36,5555.37
2024-09-25,Shopping - Core Catalog,Shopping,104563,1255,981.36,76.79,6527.37
2024-09-26,Shopping - Core Catalog,Shopping,97920,1175,850.34,78.94,6710.12
2024-09-27,Shopping - Core Catalog,Shopping,89135,1070,723.74,53.71,4564.95
2024-09-28,Shopping - Core Catalog,Shopping,94226,1131,805.72,110.27,9372.59
2024-09-29,Shopping - Core Catalog,Shopping,103323,1240,999.69,109.63,9318.52
2024-09-30,Shopping - Core Catalog,Shopping,195407,2345,1486.85,117.05,9948.94
2024-10-01,Shopping - Core Catalog,Shopping,90381,1085,998.4,142.87,12143.85
2024-10-02,Shopping - Core Catalog,Shopping,97989,1176,860.68,47.99,4079.29
2024-10-03,Shopping - Core Catalog,Shopping,89333,1072,798.41,71.13,6046.19
2024-10-04,Shopping - Core Catalog,Shopping,131931,1583,1091.92,98.83,8400.22
2024-10-05,Shopping - Core Catalog,Shopping,80196,962,636.85,45.78,3890.92
2024-10-06,Shopping - Core Catalog,Shopping,128779,1545,966.47,89.28,7588.44
2024-10-07,Shopping - Core Catalog,Shopping,127146,1526,1146.89,65.6,5575.72
2024-10-08,Shopping - Core Catalog,Shopping,135233,1623,1071.24,107.56,9142.23
2024-10-09,Shopping - Core Catalog,Shopping,115617,1387,952.35,110.91,9427.74
2024-10-10,Shopping - Core Catalog,Shopping,110079,1321,1097.27,96.39,8192.93
2024-10-11,Shopping - Core Catalog,Shopping,147217,1767,1022.58,48.62,4132.47
2024-10-12,Shopping - Core Catalog,Shopping,78647,944,762.86,51.6,4386.38
2024-10-13,Shopping - Core Catalog,Shopping,152072,1825,1224.93,112.96,9601.23
2024-10-14,Shopping - Core Catalog,Shopping,115360,1384,931.96,80.06,6805.47
2024-10-15,Shopping - Core Catalog,Shopping,139768,1677,1142.13,40.63,3453.91
2024-10-16,Shopping - Core Catalog,Shopping,72850,874,642.96,88.08,7487.14
2024-10-17,Shopping - Core Catalog,Shopping,161761,1941,1250.91,100.66,8556.4
2024-10-18,Shopping - Core Catalog,Shopping,131946,1583,1295.52,77.24,6565.14
2024-10-19,Shopping - Core Catalog,Shopping,104654,1256,884.9,103.42,8790.62
2024-10-20,Shopping - Core Catalog,Shopping,109562,1315,973.71,66.91,5687.39
2024-10-21,Shopping - Core Catalog,Shopping,122502,1470,1101.13,72.42,6155.45
2024-10-22,Shopping - Core Catalog,Shopping,110269,1323,887.38,85.61,7276.67
2024-10-23,Shopping - Core Catalog,Shopping,145824,1750,1099.8,151.79,12902.16
2024-10-24,Shopping - Core Catalog,Shopping,99158,1190,862.01,122.59,10420.4
2024-10-25,Shopping - Core Catalog,Shopping,115066,1381,893.97,86.09,7317.52
2024-10-26,Shopping - Core Catalog,Shopping,129368,1552,1081.3,101.06,8590.27
2024-10-27,Shopping - Core Catalog,Shopping,114597,1375,1052.5,109.57,9313.52
2024-10-28,Shopping - Core Catalog,Shopping,102037,1224,879.51,52.4,4453.98
2024-10-29,Shopping - Core Catalog,Shopping,101161,1214,875.58,92.4,7853.68
2024-10-30,Shopping - Core Catalog,Shopping,98815,1186,889.94,61.81,5253.86
2024-10-31,Shopping - Core Catalog,Shopping,141779,1701,1140.99,100.25,8521.6
2024-11-01,Shopping - Core Catalog,Shopping,101843,1222,835.64,68.82,5849.3
2024-11-02,Shopping - Core Catalog,Shopping,95864,1150,944.09,93.3,7930.15
2024-11-03,Shopping - Core Catalog,Shopping,102257,1227,1013.2,87.27,7418.2
2024-11-04,Shopping - Core Catalog,Shopping,122464,1470,985.92,32.89,2795.76
2024-11-05,Shopping - Core Catalog,Shopping,131885,1583,1201.94,99.41,8449.75
2024-11-06,Shopping - Core Catalog,Shopping,116454,1397,949.11,97.68,8302.93
2024-11-07,Shopping - Core Catalog,Shopping,124224,1491,965.1,93.16,7918.6
2024-11-08,Shopping - Core Catalog,Shopping,88227,1059,841.54,71.8,6103.21
2024-11-09,Shopping - Core Catalog,Shopping,110241,1323,1066.41,142.66,12126.45
2024-11-10,Shopping - Core Catalog,Shopping,108920,1307,773.87,76.52,6504.17
2024-11-11,Shopping - Core Catalog,Shopping,131932,1583,1069.94,99.62,8467.5
2024-11-12,Shopping - Core Catalog,Shopping,113276,1359,992.26,113.62,9657.32
2024-11-13,Shopping - Core Catalog,Shopping,90207,1082,831.92,81.88,6959.76
2024-11-14,Shopping - Core Catalog,Shopping,101977,1224,901.46,59.38,5047.03
2024-11-15,Shopping - Core Catalog,Shopping,204623,2455,1936.15,102.52,8714.15
2024-11-16,Shopping - Core Catalog,Shopping,180145,2162,1385.28,135.34,11503.51
2024-11-17,Shopping - Core Catalog,Shopping,122759,1473,1114.46,171.15,14547.69
2024-11-18,Shopping - Core Catalog,Shopping,212062,2545,1596.8,172.56,14667.62
2024-11-19,Shopping - Core Catalog,Shopping,168447,2021,1472.79,232.83,19790.52
2024-11-20,Shopping - Core Catalog,Shopping,302111,3625,2816.81,266.06,22614.74
2024-11-21,Shopping - Core Catalog,Shopping,181728,2181,1593.0,281.95,23966.01
2024-11-22,Shopping - Core Catalog,Shopping,129451,1553,1413.68,163.55,13901.64
2024-11-23,Shopping - Core Catalog,Shopping,203482,2442,1730.02,204.2,17356.77
2024-11-24,Shopping - Core Catalog,Shopping,112625,1352,962.29,143.7,12214.17
2024-11-25,Shopping - Core Catalog,Shopping,199325,2392,1541.78,295.03,25077.86
2024-11-26,Shopping - Core Catalog,Shopping,214063,2569,2171.41,135.31,11501.53
2024-11-27,Shopping - Core Catalog,Shopping,198659,2384,1485.69,160.38,13632.33
2024-11-28,Shopping - Core Catalog,Shopping,143567,1723,1110.95,198.21,16848.19
2024-11-29,Shopping - Core Catalog,Shopping,241647,2900,1790.96,411.74,34998.04
2024-11-30,Shopping - Core Catalog,Shopping,206749,2481,1745.87,191.68,16292.61
2024-12-01,Shopping - Core Catalog,Shopping,189514,2274,1438.43,146.29,12434.72
2024-12-02,Shopping - Core Catalog,Shopping,161193,1934,1568.63,286.0,24309.81
2024-12-03,Shopping - Core Catalog,Shopping,171876,2063,1344.4,224.97,19122.14
2024-12-04,Shopping - Core Catalog,Shopping,151619,1819,1375.7,157.81,13414.09
2024-12-05,Shopping - Core Catalog,Shopping,163943,1967,1624.4,213.89,18180.74
2024-12-06,Shopping - Core Catalog,Shopping,206133,2474,1937.53,303.71,25815.53
2024-12-07,Shopping - Core Catalog,Shopping,194001,2328,1628.7,302.6,25720.75
2024-12-08,Shopping - Core Catalog,Shopping,160443,1925,1463.52,201.63,17138.27
2024-12-09,Shopping - Core Catalog,Shopping,148297,1780,1199.72,163.63,13908.89
2024-12-10,Shopping - Core Catalog,Shopping,119327,1432,1201.01,158.99,13514.36
2024-12-11,Shopping - Core Catalog,Shopping,161646,1940,1679.66,233.3,19830.4
2024-12-12,Shopping - Core Catalog,Shopping,163629,1964,1198.22,155.85,13247.27
2024-12-13,Shopping - Core Catalog,Shopping,191089,2293,1466.44,193.31,16431.47
2024-12-14,Shopping - Core Catalog,Shopping,153023,1836,1427.6,115.76,9839.95
2024-12-15,Shopping - Core Catalog,Shopping,131121,1573,1101.74,199.51,16958.21
2024-12-16,Shopping - Core Catalog,Shopping,167634,2012,1271.64,118.98,10113.72
2024-12-17,Shopping - Core Catalog,Shopping,186717,2241,1504.03,162.81,13839.14
2024-12-18,Shopping - Core Catalog,Shopping,202453,2429,1675.58,202.96,17251.9
2024-12-19,Shopping - Core Catalog,Shopping,246171,2954,1853.34,378.37,32161.27
2024-12-20,Shopping - Core Catalog,Shopping,189057,2269,1708.47,175.51,14918.53
2024-12-21,Shopping - Core Catalog,Shopping,164028,1968,1373.55,127.22,10814.11
2024-12-22,Shopping - Core Catalog,Shopping,140889,1691,1185.58,120.18,10215.26
2024-12-23,Shopping - Core Catalog,Shopping,146503,1758,1264.66,274.59,23340.34
2024-12-24,Shopping - Core Catalog,Shopping,160222,1923,1399.37,76.39,6493.31
2024-12-25,Shopping - Core Catalog,Shopping,198143,2378,1652.31,144.77,12305.19
2024-12-26,Shopping - Core Catalog,Shopping,194875,2338,1631.33,440.61,37451.78
2024-12-27,Shopping - Core Catalog,Shopping,112833,1354,1052.56,177.05,15049.07
2024-12-28,Shopping - Core Catalog,Shopping,152216,1827,1180.1,101.44,8622.42
2024-12-29,Shopping - Core Catalog,Shopping,182387,2189,1689.18,172.96,14701.57
2024-12-30,Shopping - Core Catalog,Shopping,181709,2181,1560.03,193.18,16420.12
2024-12-31,Shopping - Core Catalog,Shopping,137798,1654,1192.19,207.31,17621.44
2025-01-01,Shopping - Core Catalog,Shopping,174134,2090,1411.27,180.64,15354.43
